,Unnamed: 0,db_id,query,question,query_toks,query_toks_no_value,question_toks,HAVING,ORDER BY,GROUP BY,JOIN,SELECT
37,5960,cre_Theme_park,SELECT T1.Name FROM Tourist_Attractions AS T1 JOIN Tourist_Attraction_Features AS T2 ON T1.tourist_attraction_id  =  T2.tourist_attraction_id JOIN Features AS T3 ON T2.Feature_ID  =  T3.Feature_ID WHERE T3.feature_Details  =  'park' UNION SELECT T1.Name FROM Tourist_Attractions AS T1 JOIN Tourist_Attraction_Features AS T2 ON T1.tourist_attraction_id  =  T2.tourist_attraction_id JOIN Features AS T3 ON T2.Feature_ID  =  T3.Feature_ID WHERE T3.feature_Details  =  'shopping',Find the tourist attractions that have parking or shopping as their feature details. What are the names of the attractions?,"['SELECT' 'T1.Name' 'FROM' 'Tourist_Attractions' 'AS' 'T1' 'JOIN'
 'Tourist_Attraction_Features' 'AS' 'T2' 'ON' 'T1.tourist_attraction_id'
 '=' 'T2.tourist_attraction_id' 'JOIN' 'Features' 'AS' 'T3' 'ON'
 'T2.Feature_ID' '=' 'T3.Feature_ID' 'WHERE' 'T3.feature_Details' '='
 ""'park"" ""'"" 'UNION' 'SELECT' 'T1.Name' 'FROM' 'Tourist_Attractions' 'AS'
 'T1' 'JOIN' 'Tourist_Attraction_Features' 'AS' 'T2' 'ON'
 'T1.tourist_attraction_id' '=' 'T2.tourist_attraction_id' 'JOIN'
 'Features' 'AS' 'T3' 'ON' 'T2.Feature_ID' '=' 'T3.Feature_ID' 'WHERE'
 'T3.feature_Details' '=' ""'shopping"" ""'""]","['select' 't1' '.' 'name' 'from' 'tourist_attractions' 'as' 't1' 'join'
 'tourist_attraction_features' 'as' 't2' 'on' 't1' '.'
 'tourist_attraction_id' '=' 't2' '.' 'tourist_attraction_id' 'join'
 'features' 'as' 't3' 'on' 't2' '.' 'feature_id' '=' 't3' '.' 'feature_id'
 'where' 't3' '.' 'feature_details' '=' 'value' 'union' 'select' 't1' '.'
 'name' 'from' 'tourist_attractions' 'as' 't1' 'join'
 'tourist_attraction_features' 'as' 't2' 'on' 't1' '.'
 'tourist_attraction_id' '=' 't2' '.' 'tourist_attraction_id' 'join'
 'features' 'as' 't3' 'on' 't2' '.' 'feature_id' '=' 't3' '.' 'feature_id'
 'where' 't3' '.' 'feature_details' '=' 'value']","['Find' 'the' 'tourist' 'attractions' 'that' 'have' 'parking' 'or'
 'shopping' 'as' 'their' 'feature' 'details' '.' 'What' 'are' 'the'
 'names' 'of' 'the' 'attractions' '?']",0,0,0,4,2
38,6110,customers_and_addresses,SELECT t1.customer_name FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id GROUP BY t1.customer_name ORDER BY sum(t3.order_quantity) DESC LIMIT 1,Give me the name of the customer who ordered the most items in total.,"['SELECT' 't1.customer_name' 'FROM' 'customers' 'AS' 't1' 'JOIN'
 'customer_orders' 'AS' 't2' 'ON' 't1.customer_id' '=' 't2.customer_id'
 'JOIN' 'order_items' 'AS' 't3' 'ON' 't2.order_id' '=' 't3.order_id'
 'GROUP' 'BY' 't1.customer_name' 'ORDER' 'BY' 'sum' '('
 't3.order_quantity' ')' 'DESC' 'LIMIT' '1']","['select' 't1' '.' 'customer_name' 'from' 'customers' 'as' 't1' 'join'
 'customer_orders' 'as' 't2' 'on' 't1' '.' 'customer_id' '=' 't2' '.'
 'customer_id' 'join' 'order_items' 'as' 't3' 'on' 't2' '.' 'order_id' '='
 't3' '.' 'order_id' 'group' 'by' 't1' '.' 'customer_name' 'order' 'by'
 'sum' '(' 't3' '.' 'order_quantity' ')' 'desc' 'limit' 'value']","['Give' 'me' 'the' 'name' 'of' 'the' 'customer' 'who' 'ordered' 'the'
 'most' 'items' 'in' 'total' '.']",0,1,1,2,1
39,6111,customers_and_addresses,SELECT t1.payment_method FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id GROUP BY t1.customer_name ORDER BY sum(t3.order_quantity) LIMIT 1,What is the payment method of the customer that has purchased the least quantity of items?,"['SELECT' 't1.payment_method' 'FROM' 'customers' 'AS' 't1' 'JOIN'
 'customer_orders' 'AS' 't2' 'ON' 't1.customer_id' '=' 't2.customer_id'
 'JOIN' 'order_items' 'AS' 't3' 'ON' 't2.order_id' '=' 't3.order_id'
 'GROUP' 'BY' 't1.customer_name' 'ORDER' 'BY' 'sum' '('
 't3.order_quantity' ')' 'LIMIT' '1']","['select' 't1' '.' 'payment_method' 'from' 'customers' 'as' 't1' 'join'
 'customer_orders' 'as' 't2' 'on' 't1' '.' 'customer_id' '=' 't2' '.'
 'customer_id' 'join' 'order_items' 'as' 't3' 'on' 't2' '.' 'order_id' '='
 't3' '.' 'order_id' 'group' 'by' 't1' '.' 'customer_name' 'order' 'by'
 'sum' '(' 't3' '.' 'order_quantity' ')' 'limit' 'value']","['What' 'is' 'the' 'payment' 'method' 'of' 'the' 'customer' 'that' 'has'
 'purchased' 'the' 'least' 'quantity' 'of' 'items' '?']",0,1,1,2,1
40,6112,customers_and_addresses,SELECT t1.payment_method FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id GROUP BY t1.customer_name ORDER BY sum(t3.order_quantity) LIMIT 1,Tell me the payment method used by the customer who ordered the least amount of goods in total.,"['SELECT' 't1.payment_method' 'FROM' 'customers' 'AS' 't1' 'JOIN'
 'customer_orders' 'AS' 't2' 'ON' 't1.customer_id' '=' 't2.customer_id'
 'JOIN' 'order_items' 'AS' 't3' 'ON' 't2.order_id' '=' 't3.order_id'
 'GROUP' 'BY' 't1.customer_name' 'ORDER' 'BY' 'sum' '('
 't3.order_quantity' ')' 'LIMIT' '1']","['select' 't1' '.' 'payment_method' 'from' 'customers' 'as' 't1' 'join'
 'customer_orders' 'as' 't2' 'on' 't1' '.' 'customer_id' '=' 't2' '.'
 'customer_id' 'join' 'order_items' 'as' 't3' 'on' 't2' '.' 'order_id' '='
 't3' '.' 'order_id' 'group' 'by' 't1' '.' 'customer_name' 'order' 'by'
 'sum' '(' 't3' '.' 'order_quantity' ')' 'limit' 'value']","['Tell' 'me' 'the' 'payment' 'method' 'used' 'by' 'the' 'customer' 'who'
 'ordered' 'the' 'least' 'amount' 'of' 'goods' 'in' 'total' '.']",0,1,1,2,1
41,6138,customers_and_addresses,SELECT customer_name FROM customers EXCEPT SELECT t1.customer_name FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id JOIN products AS t4 ON t3.product_id  =  t4.product_id WHERE t4.product_details  =  'Latte',What are names of customers who never ordered product Latte.,"['SELECT' 'customer_name' 'FROM' 'customers' 'EXCEPT' 'SELECT'
 't1.customer_name' 'FROM' 'customers' 'AS' 't1' 'JOIN' 'customer_orders'
 'AS' 't2' 'ON' 't1.customer_id' '=' 't2.customer_id' 'JOIN' 'order_items'
 'AS' 't3' 'ON' 't2.order_id' '=' 't3.order_id' 'JOIN' 'products' 'AS'
 't4' 'ON' 't3.product_id' '=' 't4.product_id' 'WHERE'
 't4.product_details' '=' ""'Latte"" ""'""]","['select' 'customer_name' 'from' 'customers' 'except' 'select' 't1' '.'
 'customer_name' 'from' 'customers' 'as' 't1' 'join' 'customer_orders'
 'as' 't2' 'on' 't1' '.' 'customer_id' '=' 't2' '.' 'customer_id' 'join'
 'order_items' 'as' 't3' 'on' 't2' '.' 'order_id' '=' 't3' '.' 'order_id'
 'join' 'products' 'as' 't4' 'on' 't3' '.' 'product_id' '=' 't4' '.'
 'product_id' 'where' 't4' '.' 'product_details' '=' 'value']","['What' 'are' 'names' 'of' 'customers' 'who' 'never' 'ordered' 'product'
 'Latte' '.']",0,0,0,3,2
42,6142,customers_and_addresses,SELECT t1.customer_name FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id JOIN products AS t4 ON t3.product_id  =  t4.product_id WHERE t4.product_details  =  'Latte' INTERSECT SELECT t1.customer_name FROM customers AS t1 JOIN customer_orders AS t2 ON t1.customer_id  =  t2.customer_id JOIN order_items AS t3 ON t2.order_id  =  t3.order_id JOIN products AS t4 ON t3.product_id  =  t4.product_id WHERE t4.product_details  =  'Americano',What are the names of customers who have purchased both products Latte and Americano?,"['SELECT' 't1.customer_name' 'FROM' 'customers' 'AS' 't1' 'JOIN'
 'customer_orders' 'AS' 't2' 'ON' 't1.customer_id' '=' 't2.customer_id'
 'JOIN' 'order_items' 'AS' 't3' 'ON' 't2.order_id' '=' 't3.order_id'
 'JOIN' 'products' 'AS' 't4' 'ON' 't3.product_id' '=' 't4.product_id'
 'WHERE' 't4.product_details' '=' ""'Latte"" ""'"" 'INTERSECT' 'SELECT'
 't1.customer_name' 'FROM' 'customers' 'AS' 't1' 'JOIN' 'customer_orders'
 'AS' 't2' 'ON' 't1.customer_id' '=' 't2.customer_id' 'JOIN' 'order_items'
 'AS' 't3' 'ON' 't2.order_id' '=' 't3.order_id' 'JOIN' 'products' 'AS'
 't4' 'ON' 't3.product_id' '=' 't4.product_id' 'WHERE'
 't4.product_details' '=' ""'Americano"" ""'""]","['select' 't1' '.' 'customer_name' 'from' 'customers' 'as' 't1' 'join'
 'customer_orders' 'as' 't2' 'on' 't1' '.' 'customer_id' '=' 't2' '.'
 'customer_id' 'join' 'order_items' 'as' 't3' 'on' 't2' '.' 'order_id' '='
 't3' '.' 'order_id' 'join' 'products' 'as' 't4' 'on' 't3' '.'
 'product_id' '=' 't4' '.' 'product_id' 'where' 't4' '.' 'product_details'
 '=' 'value' 'intersect' 'select' 't1' '.' 'customer_name' 'from'
 'customers' 'as' 't1' 'join' 'customer_orders' 'as' 't2' 'on' 't1' '.'
 'customer_id' '=' 't2' '.' 'customer_id' 'join' 'order_items' 'as' 't3'
 'on' 't2' '.' 'order_id' '=' 't3' '.' 'order_id' 'join' 'products' 'as'
 't4' 'on' 't3' '.' 'product_id' '=' 't4' '.' 'product_id' 'where' 't4'
 '.' 'product_details' '=' 'value']","['What' 'are' 'the' 'names' 'of' 'customers' 'who' 'have' 'purchased'
 'both' 'products' 'Latte' 'and' 'Americano' '?']",0,0,0,6,2
43,6192,music_4,SELECT T1.Famous_Title FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID  =  T2.Artist_ID WHERE T2.Weeks_on_Top  >  2 INTERSECT SELECT T1.Famous_Title FROM artist AS T1 JOIN volume AS T2 ON T1.Artist_ID  =  T2.Artist_ID WHERE T2.Weeks_on_Top  <  2,What are the famous titles of artists who have not only had volumes that spent more than 2 weeks on top but also volumes that spent less than 2 weeks on top?,"['SELECT' 'T1.Famous_Title' 'FROM' 'artist' 'AS' 'T1' 'JOIN' 'volume' 'AS'
 'T2' 'ON' 'T1.Artist_ID' '=' 'T2.Artist_ID' 'WHERE' 'T2.Weeks_on_Top' '>'
 '2' 'INTERSECT' 'SELECT' 'T1.Famous_Title' 'FROM' 'artist' 'AS' 'T1'
 'JOIN' 'volume' 'AS' 'T2' 'ON' 'T1.Artist_ID' '=' 'T2.Artist_ID' 'WHERE'
 'T2.Weeks_on_Top' '<' '2']","['select' 't1' '.' 'famous_title' 'from' 'artist' 'as' 't1' 'join'
 'volume' 'as' 't2' 'on' 't1' '.' 'artist_id' '=' 't2' '.' 'artist_id'
 'where' 't2' '.' 'weeks_on_top' '>' 'value' 'intersect' 'select' 't1' '.'
 'famous_title' 'from' 'artist' 'as' 't1' 'join' 'volume' 'as' 't2' 'on'
 't1' '.' 'artist_id' '=' 't2' '.' 'artist_id' 'where' 't2' '.'
 'weeks_on_top' '<' 'value']","['What' 'are' 'the' 'famous' 'titles' 'of' 'artists' 'who' 'have' 'not'
 'only' 'had' 'volumes' 'that' 'spent' 'more' 'than' '2' 'weeks' 'on'
 'top' 'but' 'also' 'volumes' 'that' 'spent' 'less' 'than' '2' 'weeks'
 'on' 'top' '?']",0,0,0,2,2
44,6276,city_record,"SELECT T3.venue FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id = T2.host_city JOIN MATCH AS T3 ON T2.match_id = T3.match_id WHERE T1.city = ""Nanjing ( Jiangsu )"" AND T3.competition = ""1994 FIFA World Cup qualification""","What is the venue of the competition ""1994 FIFA World Cup qualification"" hosted by ""Nanjing ( Jiangsu )""?","['SELECT' 'T3.venue' 'FROM' 'city' 'AS' 'T1' 'JOIN' 'hosting_city' 'AS'
 'T2' 'ON' 'T1.city_id' '=' 'T2.host_city' 'JOIN' 'MATCH' 'AS' 'T3' 'ON'
 'T2.match_id' '=' 'T3.match_id' 'WHERE' 'T1.city' '=' '``' 'Nanjing' '('
 'Jiangsu' ')' ""''"" 'AND' 'T3.competition' '=' '``' '1994' 'FIFA' 'World'
 'Cup' 'qualification' ""''""]","['select' 't3' '.' 'venue' 'from' 'city' 'as' 't1' 'join' 'hosting_city'
 'as' 't2' 'on' 't1' '.' 'city_id' '=' 't2' '.' 'host_city' 'join' 'match'
 'as' 't3' 'on' 't2' '.' 'match_id' '=' 't3' '.' 'match_id' 'where' 't1'
 '.' 'city' '=' 'value' 'and' 't3' '.' 'competition' '=' 'value']","['What' 'is' 'the' 'venue' 'of' 'the' 'competition' '``' '1994' 'FIFA'
 'World' 'Cup' 'qualification' ""''"" 'hosted' 'by' '``' 'Nanjing' '('
 'Jiangsu' ')' ""''"" '?']",0,0,0,2,1
45,6324,e_government,SELECT t3.individual_last_name FROM organizations AS t1 JOIN organization_contact_individuals AS t2 ON t1.organization_id  =  t2.organization_id JOIN individuals AS t3 ON t2.individual_id  =  t3.individual_id WHERE t1.uk_vat_number  =  (SELECT max(uk_vat_number) FROM organizations) ORDER BY t2.date_contact_to ASC LIMIT 1,Find the last name of the first ever contact person of the organization with the highest UK Vat number.,"['SELECT' 't3.individual_last_name' 'FROM' 'organizations' 'AS' 't1'
 'JOIN' 'organization_contact_individuals' 'AS' 't2' 'ON'
 't1.organization_id' '=' 't2.organization_id' 'JOIN' 'individuals' 'AS'
 't3' 'ON' 't2.individual_id' '=' 't3.individual_id' 'WHERE'
 't1.uk_vat_number' '=' '(' 'SELECT' 'max' '(' 'uk_vat_number' ')' 'FROM'
 'organizations' ')' 'ORDER' 'BY' 't2.date_contact_to' 'ASC' 'LIMIT' '1']","['select' 't3' '.' 'individual_last_name' 'from' 'organizations' 'as' 't1'
 'join' 'organization_contact_individuals' 'as' 't2' 'on' 't1' '.'
 'organization_id' '=' 't2' '.' 'organization_id' 'join' 'individuals'
 'as' 't3' 'on' 't2' '.' 'individual_id' '=' 't3' '.' 'individual_id'
 'where' 't1' '.' 'uk_vat_number' '=' '(' 'select' 'max' '('
 'uk_vat_number' ')' 'from' 'organizations' ')' 'order' 'by' 't2' '.'
 'date_contact_to' 'asc' 'limit' 'value']","['Find' 'the' 'last' 'name' 'of' 'the' 'first' 'ever' 'contact' 'person'
 'of' 'the' 'organization' 'with' 'the' 'highest' 'UK' 'Vat' 'number' '.']",0,1,0,2,2
46,6325,e_government,SELECT t3.individual_last_name FROM organizations AS t1 JOIN organization_contact_individuals AS t2 ON t1.organization_id  =  t2.organization_id JOIN individuals AS t3 ON t2.individual_id  =  t3.individual_id WHERE t1.uk_vat_number  =  (SELECT max(uk_vat_number) FROM organizations) ORDER BY t2.date_contact_to ASC LIMIT 1,What is the last name of the first individual contacted from the organization with the maximum UK Vat number across all organizations?,"['SELECT' 't3.individual_last_name' 'FROM' 'organizations' 'AS' 't1'
 'JOIN' 'organization_contact_individuals' 'AS' 't2' 'ON'
 't1.organization_id' '=' 't2.organization_id' 'JOIN' 'individuals' 'AS'
 't3' 'ON' 't2.individual_id' '=' 't3.individual_id' 'WHERE'
 't1.uk_vat_number' '=' '(' 'SELECT' 'max' '(' 'uk_vat_number' ')' 'FROM'
 'organizations' ')' 'ORDER' 'BY' 't2.date_contact_to' 'ASC' 'LIMIT' '1']","['select' 't3' '.' 'individual_last_name' 'from' 'organizations' 'as' 't1'
 'join' 'organization_contact_individuals' 'as' 't2' 'on' 't1' '.'
 'organization_id' '=' 't2' '.' 'organization_id' 'join' 'individuals'
 'as' 't3' 'on' 't2' '.' 'individual_id' '=' 't3' '.' 'individual_id'
 'where' 't1' '.' 'uk_vat_number' '=' '(' 'select' 'max' '('
 'uk_vat_number' ')' 'from' 'organizations' ')' 'order' 'by' 't2' '.'
 'date_contact_to' 'asc' 'limit' 'value']","['What' 'is' 'the' 'last' 'name' 'of' 'the' 'first' 'individual'
 'contacted' 'from' 'the' 'organization' 'with' 'the' 'maximum' 'UK' 'Vat'
 'number' 'across' 'all' 'organizations' '?']",0,1,0,2,2
47,6340,e_government,SELECT t1.party_email FROM parties AS t1 JOIN party_services AS t2 ON t1.party_id  =  t2.customer_id GROUP BY t1.party_email ORDER BY count(*) DESC LIMIT 1,Which is the email of the party that has used the services the most number of times?,"['SELECT' 't1.party_email' 'FROM' 'parties' 'AS' 't1' 'JOIN'
 'party_services' 'AS' 't2' 'ON' 't1.party_id' '=' 't2.customer_id'
 'GROUP' 'BY' 't1.party_email' 'ORDER' 'BY' 'count' '(' '*' ')' 'DESC'
 'LIMIT' '1']","['select' 't1' '.' 'party_email' 'from' 'parties' 'as' 't1' 'join'
 'party_services' 'as' 't2' 'on' 't1' '.' 'party_id' '=' 't2' '.'
 'customer_id' 'group' 'by' 't1' '.' 'party_email' 'order' 'by' 'count'
 '(' '*' ')' 'desc' 'limit' 'value']","['Which' 'is' 'the' 'email' 'of' 'the' 'party' 'that' 'has' 'used' 'the'
 'services' 'the' 'most' 'number' 'of' 'times' '?']",0,1,1,1,1
48,6341,e_government,SELECT t1.party_email FROM parties AS t1 JOIN party_services AS t2 ON t1.party_id  =  t2.customer_id GROUP BY t1.party_email ORDER BY count(*) DESC LIMIT 1,Return the party email that has used party services the greatest number of times.,"['SELECT' 't1.party_email' 'FROM' 'parties' 'AS' 't1' 'JOIN'
 'party_services' 'AS' 't2' 'ON' 't1.party_id' '=' 't2.customer_id'
 'GROUP' 'BY' 't1.party_email' 'ORDER' 'BY' 'count' '(' '*' ')' 'DESC'
 'LIMIT' '1']","['select' 't1' '.' 'party_email' 'from' 'parties' 'as' 't1' 'join'
 'party_services' 'as' 't2' 'on' 't1' '.' 'party_id' '=' 't2' '.'
 'customer_id' 'group' 'by' 't1' '.' 'party_email' 'order' 'by' 'count'
 '(' '*' ')' 'desc' 'limit' 'value']","['Return' 'the' 'party' 'email' 'that' 'has' 'used' 'party' 'services'
 'the' 'greatest' 'number' 'of' 'times' '.']",0,1,1,1,1
49,6398,cre_Docs_and_Epenses,"SELECT T1.statement_id ,  T2.statement_details FROM Accounts AS T1 JOIN Statements AS T2 ON T1.statement_id  =  T2.statement_id GROUP BY T1.statement_id ORDER BY count(*) DESC LIMIT 1",What are the statement id and statement detail for the statement that has the most corresponding accounts?,"['SELECT' 'T1.statement_id' ',' 'T2.statement_details' 'FROM' 'Accounts'
 'AS' 'T1' 'JOIN' 'Statements' 'AS' 'T2' 'ON' 'T1.statement_id' '='
 'T2.statement_id' 'GROUP' 'BY' 'T1.statement_id' 'ORDER' 'BY' 'count' '('
 '*' ')' 'DESC' 'LIMIT' '1']","['select' 't1' '.' 'statement_id' ',' 't2' '.' 'statement_details' 'from'
 'accounts' 'as' 't1' 'join' 'statements' 'as' 't2' 'on' 't1' '.'
 'statement_id' '=' 't2' '.' 'statement_id' 'group' 'by' 't1' '.'
 'statement_id' 'order' 'by' 'count' '(' '*' ')' 'desc' 'limit' 'value']","['What' 'are' 'the' 'statement' 'id' 'and' 'statement' 'detail' 'for'
 'the' 'statement' 'that' 'has' 'the' 'most' 'corresponding' 'accounts'
 '?']",0,1,1,1,1
0,6491,scientist_1,SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T2.name  =  'Matter of Time' INTERSECT SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T2.name  =  'A Puzzling Parallax',Find the name of the scientist who worked on both a project named 'Matter of Time' and a project named 'A Puzzling Parallax'.,"['SELECT' 'T3.name' 'FROM' 'assignedto' 'AS' 'T1' 'JOIN' 'projects' 'AS'
 'T2' 'ON' 'T1.project' '=' 'T2.code' 'JOIN' 'scientists' 'AS' 'T3' 'ON'
 'T1.scientist' '=' 'T3.SSN' 'WHERE' 'T2.name' '=' ""'Matter"" 'of' 'Time'
 ""'"" 'INTERSECT' 'SELECT' 'T3.name' 'FROM' 'assignedto' 'AS' 'T1' 'JOIN'
 'projects' 'AS' 'T2' 'ON' 'T1.project' '=' 'T2.code' 'JOIN' 'scientists'
 'AS' 'T3' 'ON' 'T1.scientist' '=' 'T3.SSN' 'WHERE' 'T2.name' '=' ""'A""
 'Puzzling' 'Parallax' ""'""]","['select' 't3' '.' 'name' 'from' 'assignedto' 'as' 't1' 'join' 'projects'
 'as' 't2' 'on' 't1' '.' 'project' '=' 't2' '.' 'code' 'join' 'scientists'
 'as' 't3' 'on' 't1' '.' 'scientist' '=' 't3' '.' 'ssn' 'where' 't2' '.'
 'name' '=' 'value' 'intersect' 'select' 't3' '.' 'name' 'from'
 'assignedto' 'as' 't1' 'join' 'projects' 'as' 't2' 'on' 't1' '.'
 'project' '=' 't2' '.' 'code' 'join' 'scientists' 'as' 't3' 'on' 't1' '.'
 'scientist' '=' 't3' '.' 'ssn' 'where' 't2' '.' 'name' '=' 'value']","['Find' 'the' 'name' 'of' 'the' 'scientist' 'who' 'worked' 'on' 'both' 'a'
 'project' 'named' ""'Matter"" 'of' 'Time' ""'"" 'and' 'a' 'project' 'named'
 ""'A"" 'Puzzling' 'Parallax' ""'"" '.']",0,0,0,4,2
1,6492,scientist_1,SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T2.name  =  'Matter of Time' INTERSECT SELECT T3.name FROM assignedto AS T1 JOIN projects AS T2 ON T1.project  =  T2.code JOIN scientists AS T3 ON T1.scientist  =  T3.SSN WHERE T2.name  =  'A Puzzling Parallax',What are the names of any scientists who worked on projects named 'Matter of Time' and 'A Puzzling Pattern'?,"['SELECT' 'T3.name' 'FROM' 'assignedto' 'AS' 'T1' 'JOIN' 'projects' 'AS'
 'T2' 'ON' 'T1.project' '=' 'T2.code' 'JOIN' 'scientists' 'AS' 'T3' 'ON'
 'T1.scientist' '=' 'T3.SSN' 'WHERE' 'T2.name' '=' ""'Matter"" 'of' 'Time'
 ""'"" 'INTERSECT' 'SELECT' 'T3.name' 'FROM' 'assignedto' 'AS' 'T1' 'JOIN'
 'projects' 'AS' 'T2' 'ON' 'T1.project' '=' 'T2.code' 'JOIN' 'scientists'
 'AS' 'T3' 'ON' 'T1.scientist' '=' 'T3.SSN' 'WHERE' 'T2.name' '=' ""'A""
 'Puzzling' 'Parallax' ""'""]","['select' 't3' '.' 'name' 'from' 'assignedto' 'as' 't1' 'join' 'projects'
 'as' 't2' 'on' 't1' '.' 'project' '=' 't2' '.' 'code' 'join' 'scientists'
 'as' 't3' 'on' 't1' '.' 'scientist' '=' 't3' '.' 'ssn' 'where' 't2' '.'
 'name' '=' 'value' 'intersect' 'select' 't3' '.' 'name' 'from'
 'assignedto' 'as' 't1' 'join' 'projects' 'as' 't2' 'on' 't1' '.'
 'project' '=' 't2' '.' 'code' 'join' 'scientists' 'as' 't3' 'on' 't1' '.'
 'scientist' '=' 't3' '.' 'ssn' 'where' 't2' '.' 'name' '=' 'value']","['What' 'are' 'the' 'names' 'of' 'any' 'scientists' 'who' 'worked' 'on'
 'projects' 'named' ""'Matter"" 'of' 'Time' ""'"" 'and' ""'A"" 'Puzzling'
 'Pattern' ""'"" '?']",0,0,0,4,2
2,6563,wine_1,SELECT T1.Area FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation  =  T2.Appelation GROUP BY T2.Appelation HAVING T2.year  <  2010 ORDER BY count(*) DESC LIMIT 1,What is the area of the appelation that produces the highest number of wines before the year of 2010?,"['SELECT' 'T1.Area' 'FROM' 'APPELLATIONS' 'AS' 'T1' 'JOIN' 'WINE' 'AS'
 'T2' 'ON' 'T1.Appelation' '=' 'T2.Appelation' 'GROUP' 'BY'
 'T2.Appelation' 'HAVING' 'T2.year' '<' '2010' 'ORDER' 'BY' 'count' '('
 '*' ')' 'DESC' 'LIMIT' '1']","['select' 't1' '.' 'area' 'from' 'appellations' 'as' 't1' 'join' 'wine'
 'as' 't2' 'on' 't1' '.' 'appelation' '=' 't2' '.' 'appelation' 'group'
 'by' 't2' '.' 'appelation' 'having' 't2' '.' 'year' '<' 'value' 'order'
 'by' 'count' '(' '*' ')' 'desc' 'limit' 'value']","['What' 'is' 'the' 'area' 'of' 'the' 'appelation' 'that' 'produces' 'the'
 'highest' 'number' 'of' 'wines' 'before' 'the' 'year' 'of' '2010' '?']",1,1,1,1,1
3,6564,wine_1,SELECT T1.Area FROM APPELLATIONS AS T1 JOIN WINE AS T2 ON T1.Appelation  =  T2.Appelation GROUP BY T2.Appelation HAVING T2.year  <  2010 ORDER BY count(*) DESC LIMIT 1,What is the area for the appelation which produced the most wines prior to 2010?,"['SELECT' 'T1.Area' 'FROM' 'APPELLATIONS' 'AS' 'T1' 'JOIN' 'WINE' 'AS'
 'T2' 'ON' 'T1.Appelation' '=' 'T2.Appelation' 'GROUP' 'BY'
 'T2.Appelation' 'HAVING' 'T2.year' '<' '2010' 'ORDER' 'BY' 'count' '('
 '*' ')' 'DESC' 'LIMIT' '1']","['select' 't1' '.' 'area' 'from' 'appellations' 'as' 't1' 'join' 'wine'
 'as' 't2' 'on' 't1' '.' 'appelation' '=' 't2' '.' 'appelation' 'group'
 'by' 't2' '.' 'appelation' 'having' 't2' '.' 'year' '<' 'value' 'order'
 'by' 'count' '(' '*' ')' 'desc' 'limit' 'value']","['What' 'is' 'the' 'area' 'for' 'the' 'appelation' 'which' 'produced'
 'the' 'most' 'wines' 'prior' 'to' '2010' '?']",1,1,1,1,1
4,6565,wine_1,SELECT T1.Color FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape  =  T2.Grape GROUP BY T2.Grape ORDER BY AVG(Price) DESC LIMIT 1,What is the color of the grape whose wine products has the highest average price?,"['SELECT' 'T1.Color' 'FROM' 'GRAPES' 'AS' 'T1' 'JOIN' 'WINE' 'AS' 'T2'
 'ON' 'T1.Grape' '=' 'T2.Grape' 'GROUP' 'BY' 'T2.Grape' 'ORDER' 'BY' 'AVG'
 '(' 'Price' ')' 'DESC' 'LIMIT' '1']","['select' 't1' '.' 'color' 'from' 'grapes' 'as' 't1' 'join' 'wine' 'as'
 't2' 'on' 't1' '.' 'grape' '=' 't2' '.' 'grape' 'group' 'by' 't2' '.'
 'grape' 'order' 'by' 'avg' '(' 'price' ')' 'desc' 'limit' 'value']","['What' 'is' 'the' 'color' 'of' 'the' 'grape' 'whose' 'wine' 'products'
 'has' 'the' 'highest' 'average' 'price' '?']",0,1,1,1,1
